affiliation	url	ror_results	chosen	score	matching_type	organization.name	organization.id	organization.country.country_name
LSE	https://api.ror.org/organizations?affiliation=LSE	4	FALSE	0.9	ACRONYM	London School of Economics and Political Science	https://ror.org/0090zs177	United Kingdom
LSE - London School of Economics and Political Science	https://api.ror.org/organizations?affiliation=LSE+-+London+School+of+Economics+and+Political+Science	7	TRUE	1	COMMON TERMS	London School of Economics and Political Science	https://ror.org/0090zs177	United Kingdom
LSE, London	https://api.ror.org/organizations?affiliation=LSE,+London	2	FALSE	1	ACRONYM	London School of Economics and Political Science	https://ror.org/0090zs177	United Kingdom
LSE, United Kingdom	https://api.ror.org/organizations?affiliation=LSE,+United+Kingdom	8	FALSE	1	ACRONYM	London School of Economics and Political Science	https://ror.org/0090zs177	United Kingdom
Ludwig Maximilian University of Munich	https://api.ror.org/organizations?affiliation=Ludwig+Maximilian+University+of+Munich	18	FALSE	0.87	COMMON TERMS	Ludwig-Maximilians-Universität München	https://ror.org/05591te55	Germany
Ludwig Maximilians Universität, Germany	https://api.ror.org/organizations?affiliation=Ludwig+Maximilians+Universitat,+Germany	7	FALSE	0.88	PHRASE	Ludwig-Maximilians-Universität München	https://ror.org/05591te55	Germany
LUMS, Pakistan	https://api.ror.org/organizations?affiliation=LUMS,+Pakistan	8	TRUE	1	ACRONYM	Lahore University of Management Sciences	https://ror.org/05b5x4a35	Pakistan
Lund University	https://api.ror.org/organizations?affiliation=Lund+University	20	TRUE	1	PHRASE	Lund University	https://ror.org/012a77v79	Sweden
Lund University, Sweden	https://api.ror.org/organizations?affiliation=Lund+University,+Sweden	8	TRUE	1	PHRASE	Lund University	https://ror.org/012a77v79	Sweden
Mannheim Centre for European Social Research (MZES)	https://api.ror.org/organizations?affiliation=Mannheim+Centre+for+European+Social+Research+(MZES)	17	TRUE	1	COMMON TERMS	Mannheim Centre for European Social Research	https://ror.org/05bv91d86	Germany
Mannheim Centre for European Social Research (MZES) - University of Mannheim, Germany. Mannheim Centre for European Social Research - University of Mannheim, Germany	https://api.ror.org/organizations?affiliation=Mannheim+Centre+for+European+Social+Research+(MZES)+-+University+of+Mannheim,+Germany.+Mannheim+Centre+for+European+Social+Research+-+University+of+Mannheim,+Germany	9	FALSE	1	COMMON TERMS	University of Mannheim	https://ror.org/031bsb921	Germany
Mannheim Centre for European Social Research (MZES), Germany	https://api.ror.org/organizations?affiliation=Mannheim+Centre+for+European+Social+Research+(MZES),+Germany	5	TRUE	1	COMMON TERMS	Mannheim Centre for European Social Research	https://ror.org/05bv91d86	Germany
Mannheim Centre for European Social Research (MZES), University of Mannheim, Germany	https://api.ror.org/organizations?affiliation=Mannheim+Centre+for+European+Social+Research+(MZES),+University+of+Mannheim,+Germany	10	TRUE	1	PHRASE	University of Mannheim	https://ror.org/031bsb921	Germany
Mannheim Centre for European Social Research University of Mannheim, Mannheim	https://api.ror.org/organizations?affiliation=Mannheim+Centre+for+European+Social+Research+University+of+Mannheim,+Mannheim	18	TRUE	1	HEURISTICS	University of Mannheim	https://ror.org/031bsb921	Germany
Mannheim Centre for European Social Research, University of Mannheim	https://api.ror.org/organizations?affiliation=Mannheim+Centre+for+European+Social+Research,+University+of+Mannheim	39	TRUE	1	PHRASE	University of Mannheim	https://ror.org/031bsb921	Germany
Mannheim Centre for European Social Research, University of Mannheim, Germany	https://api.ror.org/organizations?affiliation=Mannheim+Centre+for+European+Social+Research,+University+of+Mannheim,+Germany	10	TRUE	1	PHRASE	University of Mannheim	https://ror.org/031bsb921	Germany
Mannheim Centre for European Social Research, University of Mannheim, Mannheim	https://api.ror.org/organizations?affiliation=Mannheim+Centre+for+European+Social+Research,+University+of+Mannheim,+Mannheim	40	TRUE	1	PHRASE	University of Mannheim	https://ror.org/031bsb921	Germany
Mannheimer Centre for European Social Research, Universität Mannheim	https://api.ror.org/organizations?affiliation=Mannheimer+Centre+for+European+Social+Research,+Universitat+Mannheim	37	TRUE	1	PHRASE	University of Mannheim	https://ror.org/031bsb921	Germany
Mannheimer Zentrum für Europäische Sozialforschung, Universität Mannheim, Germany	https://api.ror.org/organizations?affiliation=Mannheimer+Zentrum+fur+Europaische+Sozialforschung,+Universitat+Mannheim,+Germany	23	TRUE	1	PHRASE	University of Mannheim	https://ror.org/031bsb921	Germany
Marquette University, USA	https://api.ror.org/organizations?affiliation=Marquette+University,+USA	9	TRUE	1	PHRASE	Marquette University	https://ror.org/04gr4te78	United States
Massachusetts Institute of Technology	https://api.ror.org/organizations?affiliation=Massachusetts+Institute+of+Technology	2	TRUE	1	PHRASE	Massachusetts Institute of Technology	https://ror.org/042nb2s44	United States
Massachusetts Institute of Technology (MIT)	https://api.ror.org/organizations?affiliation=Massachusetts+Institute+of+Technology+(MIT)	1	TRUE	1	COMMON TERMS	Massachusetts Institute of Technology	https://ror.org/042nb2s44	United States
Massachusetts Institute of Technology, USA	https://api.ror.org/organizations?affiliation=Massachusetts+Institute+of+Technology,+USA	2	TRUE	1	PHRASE	Massachusetts Institute of Technology	https://ror.org/042nb2s44	United States
Max Planck Institute for the Study of Religious and Ethnic Diversity	https://api.ror.org/organizations?affiliation=Max+Planck+Institute+for+the+Study+of+Religious+and+Ethnic+Diversity	39	TRUE	1	PHRASE	Max Planck Institute for the Study of Religious and Ethnic Diversity	https://ror.org/0080y7t67	Germany
Max Planck Institute for the Study of Societies (MPIfG)	https://api.ror.org/organizations?affiliation=Max+Planck+Institute+for+the+Study+of+Societies+(MPIfG)	17	TRUE	1	COMMON TERMS	Max Planck Institute for the Study of Societies	https://ror.org/01dwpbz64	Germany
Max Planck Institute for the Study of Societies, Germany	https://api.ror.org/organizations?affiliation=Max+Planck+Institute+for+the+Study+of+Societies,+Germany	8	TRUE	1	PHRASE	Max Planck Institute for the Study of Societies	https://ror.org/01dwpbz64	Germany
McGill University	https://api.ror.org/organizations?affiliation=McGill+University	19	TRUE	1	PHRASE	McGill University	https://ror.org/01pxwe438	Canada
McGill University, Canada	https://api.ror.org/organizations?affiliation=McGill+University,+Canada	10	TRUE	1	PHRASE	McGill University	https://ror.org/01pxwe438	Canada
Meiji Gakuin University	https://api.ror.org/organizations?affiliation=Meiji+Gakuin+University	16	TRUE	1	PHRASE	Meiji Gakuin University	https://ror.org/01zwcys39	Japan
MeijiGakuin University, Japan	https://api.ror.org/organizations?affiliation=MeijiGakuin+University,+Japan	6	FALSE	0.72	COMMON TERMS	Kyoto International University	https://ror.org/04ah8rj19	Japan
Metropolitan University Prague	https://api.ror.org/organizations?affiliation=Metropolitan+University+Prague	19	FALSE	1	HEURISTICS	Metropolitan University	https://ror.org/00ewfne71	Serbia
Miami University, USA	https://api.ror.org/organizations?affiliation=Miami+University,+USA	13	FALSE	1	HEURISTICS	University of Miami	https://ror.org/02dgjyy92	United States
Michigan State University, USA	https://api.ror.org/organizations?affiliation=Michigan+State+University,+USA	4	TRUE	1	PHRASE	Michigan State University	https://ror.org/05hs6h993	United States
Middlebury College, USA	https://api.ror.org/organizations?affiliation=Middlebury+College,+USA	11	TRUE	1	PHRASE	Middlebury College	https://ror.org/0217hb928	United States
MIT Sloan, USA	https://api.ror.org/organizations?affiliation=MIT+Sloan,+USA	6	TRUE	1	ACRONYM	Massachusetts Institute of Technology	https://ror.org/042nb2s44	United States
MIT, USA	https://api.ror.org/organizations?affiliation=MIT,+USA	1	TRUE	1	ACRONYM	Massachusetts Institute of Technology	https://ror.org/042nb2s44	United States
MZES - University of Mannheim	https://api.ror.org/organizations?affiliation=MZES+-+University+of+Mannheim	20	TRUE	1	COMMON TERMS	University of Mannheim	https://ror.org/031bsb921	Germany
MZES Universität Mannheim	https://api.ror.org/organizations?affiliation=MZES+Universitat+Mannheim	19	TRUE	0.9	ACRONYM	Mannheim Centre for European Social Research	https://ror.org/05bv91d86	Germany
MZES, Germany	https://api.ror.org/organizations?affiliation=MZES,+Germany	5	TRUE	1	ACRONYM	Mannheim Centre for European Social Research	https://ror.org/05bv91d86	Germany
MZES, University Mannheim	https://api.ror.org/organizations?affiliation=MZES,+University+Mannheim	19	TRUE	0.93	COMMON TERMS	University of Mannheim	https://ror.org/031bsb921	Germany
MZES, University of Mannheim, Germany	https://api.ror.org/organizations?affiliation=MZES,+University+of+Mannheim,+Germany	7	TRUE	1	PHRASE	University of Mannheim	https://ror.org/031bsb921	Germany
Nagoya University	https://api.ror.org/organizations?affiliation=Nagoya+University	25	TRUE	1	PHRASE	Nagoya University	https://ror.org/04chrp450	Japan
National Bank of Hungary, Hungary	https://api.ror.org/organizations?affiliation=National+Bank+of+Hungary,+Hungary	5	FALSE	0.81	COMMON TERMS	National Archives of Hungary	https://ror.org/02kajxp71	Hungary
National Distance Education University (UNED)	https://api.ror.org/organizations?affiliation=National+Distance+Education+University+(UNED)	19	FALSE	0.9	ACRONYM	National University of Distance Education	https://ror.org/02msb5n36	Spain
National Taiwan University, Taiwan	https://api.ror.org/organizations?affiliation=National+Taiwan+University,+Taiwan	17	TRUE	1	PHRASE	National Taiwan University	https://ror.org/05bqach95	Taiwan
National University of Political Science and Public Administration, Romania	https://api.ror.org/organizations?affiliation=National+University+of+Political+Science+and+Public+Administration,+Romania	5	FALSE	0.86	COMMON TERMS	National School of Political Science and Public Administration	https://ror.org/05750v978	Romania
New Jersey Institute of Technology	https://api.ror.org/organizations?affiliation=New+Jersey+Institute+of+Technology	3	TRUE	1	PHRASE	New Jersey Institute of Technology	https://ror.org/05e74xb87	United States
New York University	https://api.ror.org/organizations?affiliation=New+York+University	9	TRUE	1	PHRASE	New York University	https://ror.org/0190ak572	United States
New York University Abu Dhabi	https://api.ror.org/organizations?affiliation=New+York+University+Abu+Dhabi	2	FALSE	0.88	HEURISTICS	New York University	https://ror.org/0190ak572	United States
New York University Abu Dhabi, UAE	https://api.ror.org/organizations?affiliation=New+York+University+Abu+Dhabi,+UAE	2	FALSE	0.88	HEURISTICS	New York University	https://ror.org/0190ak572	United States
New York University School of Law, USA	https://api.ror.org/organizations?affiliation=New+York+University+School+of+Law,+USA	7	TRUE	1	COMMON TERMS	New York University	https://ror.org/0190ak572	United States
New York University-Abu Dhabi, UAE	https://api.ror.org/organizations?affiliation=New+York+University-Abu+Dhabi,+UAE	2	TRUE	1	COMMON TERMS	New York University	https://ror.org/0190ak572	United States
New York University, Abu Dhabi, UAE	https://api.ror.org/organizations?affiliation=New+York+University,+Abu+Dhabi,+UAE	9	TRUE	1	PHRASE	New York University	https://ror.org/0190ak572	United States
New York University, New York	https://api.ror.org/organizations?affiliation=New+York+University,+New+York	14	TRUE	1	PHRASE	New York University	https://ror.org/0190ak572	United States
New York University, USA	https://api.ror.org/organizations?affiliation=New+York+University,+USA	10	TRUE	1	PHRASE	New York University	https://ror.org/0190ak572	United States
Newcastle University	https://api.ror.org/organizations?affiliation=Newcastle+University	20	FALSE	1	PHRASE	University of Newcastle Australia	https://ror.org/00eae9z71	Australia
Newcastle University, United Kingdom	https://api.ror.org/organizations?affiliation=Newcastle+University,+United+Kingdom	13	TRUE	1	PHRASE	Newcastle University	https://ror.org/01kj2bm70	United Kingdom
NORCE Norwegian Research Centre, Norway	https://api.ror.org/organizations?affiliation=NORCE+Norwegian+Research+Centre,+Norway	14	TRUE	1	ACRONYM	Norwegian Research Centre	https://ror.org/02gagpf75	Norway
Northwestern University - Kellogg School of Management, USA	https://api.ror.org/organizations?affiliation=Northwestern+University+-+Kellogg+School+of+Management,+USA	5	TRUE	1	COMMON TERMS	Northwestern University	https://ror.org/000e0be47	United States
Norwegian Business School, BI, Norway	https://api.ror.org/organizations?affiliation=Norwegian+Business+School,+BI,+Norway	1	TRUE	1	COMMON TERMS	BI Norwegian Business School	https://ror.org/03ez40v33	Norway
Norwegian Institute for Public Health, Oslo	https://api.ror.org/organizations?affiliation=Norwegian+Institute+for+Public+Health,+Oslo	19	TRUE	0.9	COMMON TERMS	Norwegian Institute of Public Health	https://ror.org/046nvst19	Norway
Norwegian School of Economics (NHH)	https://api.ror.org/organizations?affiliation=Norwegian+School+of+Economics+(NHH)	20	TRUE	1	COMMON TERMS	Norwegian School of Economics	https://ror.org/04v53s997	Norway
Norwegian University of Science and Technology (NTNU), Norway	https://api.ror.org/organizations?affiliation=Norwegian+University+of+Science+and+Technology+(NTNU),+Norway	15	TRUE	1	COMMON TERMS	Norwegian University of Science and Technology	https://ror.org/05xg72x27	Norway
Nuffield College, United Kingdom	https://api.ror.org/organizations?affiliation=Nuffield+College,+United+Kingdom	15	FALSE	0.69	COMMON TERMS	United Learning	https://ror.org/01xnh6j48	United Kingdom
Nuffield College, University of Oxford	https://api.ror.org/organizations?affiliation=Nuffield+College,+University+of+Oxford	46	TRUE	1	PHRASE	University of Oxford	https://ror.org/052gg0110	United Kingdom
Nuffield College, University of Oxford, Oxford	https://api.ror.org/organizations?affiliation=Nuffield+College,+University+of+Oxford,+Oxford	53	TRUE	1	PHRASE	University of Oxford	https://ror.org/052gg0110	United Kingdom
Nuffield College, University of Oxford, Oxford, Yale University, New Haven	https://api.ror.org/organizations?affiliation=Nuffield+College,+University+of+Oxford,+Oxford,+Yale+University,+New+Haven	71	TRUE	1	PHRASE	Yale University	https://ror.org/03v76x132	United States
Nuffield College, University of Oxford, United Kingdom	https://api.ror.org/organizations?affiliation=Nuffield+College,+University+of+Oxford,+United+Kingdom	24	TRUE	1	PHRASE	University of Oxford	https://ror.org/052gg0110	United Kingdom
NYU Abu Dhabi, Abu Dhabi	https://api.ror.org/organizations?affiliation=NYU+Abu+Dhabi,+Abu+Dhabi	12	TRUE	1	PHRASE	New York University Abu Dhabi	https://ror.org/00e5k0821	United Arab Emirates
NYU Abu Dhabi, Higher School of Economics, UAE	https://api.ror.org/organizations?affiliation=NYU+Abu+Dhabi,+Higher+School+of+Economics,+UAE	30	TRUE	1	PHRASE	New York University Abu Dhabi	https://ror.org/00e5k0821	United Arab Emirates
NYU Abu Dhabi, UAE	https://api.ror.org/organizations?affiliation=NYU+Abu+Dhabi,+UAE	14	TRUE	1	PHRASE	New York University Abu Dhabi	https://ror.org/00e5k0821	United Arab Emirates
NYU-Abu Dhabi	https://api.ror.org/organizations?affiliation=NYU-Abu+Dhabi	11	TRUE	0.92	PHRASE	New York University Abu Dhabi	https://ror.org/00e5k0821	United Arab Emirates
NYU, USA	https://api.ror.org/organizations?affiliation=NYU,+USA	1	TRUE	1	ACRONYM	New York University	https://ror.org/0190ak572	United States
NYU, USA. New York University, USA	https://api.ror.org/organizations?affiliation=NYU,+USA.+New+York+University,+USA	13	TRUE	0.9	COMMON TERMS	New York University	https://ror.org/0190ak572	United States
Occidental College, USA	https://api.ror.org/organizations?affiliation=Occidental+College,+USA	9	TRUE	1	PHRASE	Occidental College	https://ror.org/01mxmpy39	United States
