affiliation	affiliation_ror	affiliation_url	affiliation_ccode	affiliation_cname
London School of Economics, London	London School of Economics and Political Science	https://ror.org/0090zs177	GB	United Kingdom
London School of Economics, United Kingdom	London School of Economics and Political Science	https://ror.org/0090zs177	GB	United Kingdom
Loughborough University, United Kingdom	Loughborough University	https://ror.org/04vg4w365	GB	United Kingdom
Louisiana State University	Louisiana State University	https://ror.org/05ect4e57	US	United States
Loyola Marymount University	Loyola Marymount University	https://ror.org/00xhj8c72	US	United States
Loyola Marymount University, USA	Marymount University	https://ror.org/0008kv292	US	United States
Loyola University Chicago, USA	Loyola University Chicago	https://ror.org/04b6x2g63	US	United States
Loyola University Maryland	Loyola University Maryland	https://ror.org/01by1wp65	US	United States
Ludwig Maximilian University (LMU) Munich	Ludwig-Maximilians-Universität München	https://ror.org/05591te55	DE	Germany
Ludwig Maximilian University of Munich	Ludwig-Maximilians-Universität München	https://ror.org/05591te55	DE	Germany
Ludwig Maximilian University of Munich, Germany && University of Munich, Germany	Ludwig-Maximilians-Universität München	https://ror.org/05591te55	DE	Germany
Ludwig Maximilians Universität, Germany	Ludwig-Maximilians-Universität München	https://ror.org/05591te55	DE	Germany
Ludwig-Maximilians Universität München	Ludwig-Maximilians-Universität München	https://ror.org/05591te55	DE	Germany
Ludwig-Maximilians-University Munich	Ludwig-Maximilians-Universität München	https://ror.org/05591te55	DE	Germany
Ludwig-Maximilians-Universität München (LMU), Geschwister-Scholl-Institut of Political Science (GSI)	Ludwig-Maximilians-Universität München	https://ror.org/05591te55	DE	Germany
Lund University	Lund University	https://ror.org/012a77v79	SE	Sweden
Lund University, Sweden	Lund University	https://ror.org/012a77v79	SE	Sweden
Lycoming College	Lycoming College	https://ror.org/01rsgws32	US	United States
MIT Sloan, USA	Massachusetts Institute of Technology	https://ror.org/042nb2s44	US	United States
MIT, USA	Massachusetts Institute of Technology	https://ror.org/042nb2s44	US	United States
MZES - University of Mannheim	Mannheim Centre for European Social Research	https://ror.org/05bv91d86	DE	Germany
MZES - University of Mannheim, Germany	Mannheim Centre for European Social Research	https://ror.org/05bv91d86	DE	Germany
MZES Universität Mannheim	Mannheim Centre for European Social Research	https://ror.org/05bv91d86	DE	Germany
MZES, Germany	Mannheim Centre for European Social Research	https://ror.org/05bv91d86	DE	Germany
MZES, University Mannheim	Mannheim Centre for European Social Research	https://ror.org/05bv91d86	DE	Germany
MZES, University of Mannheim, Germany	Mannheim Centre for European Social Research	https://ror.org/05bv91d86	DE	Germany
Maastricht University	Maastricht University	https://ror.org/02jz4aj89	NL	Netherlands
Maastricht University, Netherlands	Maastricht University	https://ror.org/02jz4aj89	NL	Netherlands
Maastricht University, Political Science Department	Maastricht University	https://ror.org/02jz4aj89	NL	Netherlands
Maastricht University, Political Science Department && University of Duisburg-Essen University of Bamberg	Maastricht University	https://ror.org/02jz4aj89	NL	Netherlands
Magdalen College, The University of Oxford.	University of Oxford	https://ror.org/052gg0110	GB	United Kingdom
Mannheim Centre for European Social Research	Mannheim Centre for European Social Research	https://ror.org/05bv91d86	DE	Germany
Mannheim Centre for European Social Research (MZES)	Mannheim Centre for European Social Research	https://ror.org/05bv91d86	DE	Germany
Mannheim Centre for European Social Research (MZES) - University of Mannheim	Mannheim Centre for European Social Research	https://ror.org/05bv91d86	DE	Germany
Mannheim Centre for European Social Research (MZES) - University of Mannheim, Germany. Mannheim Centre for European Social Research - University of Mannheim, Germany	Mannheim Centre for European Social Research	https://ror.org/05bv91d86	DE	Germany
Mannheim Centre for European Social Research (MZES), Germany	Mannheim Centre for European Social Research	https://ror.org/05bv91d86	DE	Germany
Mannheim Centre for European Social Research (MZES), University of Mannheim, Germany	Mannheim Centre for European Social Research	https://ror.org/05bv91d86	DE	Germany
Mannheim Centre for European Social Research University of Mannheim	Mannheim Centre for European Social Research	https://ror.org/05bv91d86	DE	Germany
Mannheim Centre for European Social Research University of Mannheim, Mannheim	Mannheim Centre for European Social Research	https://ror.org/05bv91d86	DE	Germany
Mannheim Centre for European Social Research, Germany	Mannheim Centre for European Social Research	https://ror.org/05bv91d86	DE	Germany
Mannheim Centre for European Social Research, University of Mannheim	Mannheim Centre for European Social Research	https://ror.org/05bv91d86	DE	Germany
Mannheim Centre for European Social Research, University of Mannheim, Germany	Mannheim Centre for European Social Research	https://ror.org/05bv91d86	DE	Germany
Mannheim Centre for European Social Research, University of Mannheim, Mannheim	Mannheim Centre for European Social Research	https://ror.org/05bv91d86	DE	Germany
Mannheimer Centre for European Social Research, Universität Mannheim	Mannheim Centre for European Social Research	https://ror.org/05bv91d86	DE	Germany
Mannheimer Zentrum für Europäische Sozialforschung	Mannheim Centre for European Social Research	https://ror.org/05bv91d86	DE	Germany
Mannheimer Zentrum für Europäische Sozialforschung (MZES), University of Mannheim	Mannheim Centre for European Social Research	https://ror.org/05bv91d86	DE	Germany
Mannheimer Zentrum für Europäische Sozialforschung, Universität Mannheim, Germany	Mannheim Centre for European Social Research	https://ror.org/05bv91d86	DE	Germany
Marburg University, Germany	Philipps University of Marburg	https://ror.org/01rdrb571	DE	Germany
Marquette University, USA	Marquette University	https://ror.org/04gr4te78	US	United States
Maryville College	Maryville College	https://ror.org/04e602778	US	United States
Masaryk University	Masaryk University	https://ror.org/02j46qs45	CZ	Czechia
Massachusetts Institute of Technology	Massachusetts Institute of Technology	https://ror.org/042nb2s44	US	United States
Massachusetts Institute of Technology (MIT)	Massachusetts Institute of Technology	https://ror.org/042nb2s44	US	United States
Massachusetts Institute of Technology, USA	Massachusetts Institute of Technology	https://ror.org/042nb2s44	US	United States
Max Planck Institute & CNRS, France	Max Planck Institute for Psycholinguistics	https://ror.org/00671me87	NL	Netherlands
Max Planck Institute for the Study of Religious and Ethnic Diversity	Max Planck Institute for the Study of Religious and Ethnic Diversity	https://ror.org/0080y7t67	DE	Germany
Max Planck Institute for the Study of Societies	Max Planck Institute for the Study of Societies	https://ror.org/01dwpbz64	DE	Germany
Max Planck Institute for the Study of Societies (MPIfG)	Max Planck Institute for the Study of Societies	https://ror.org/01dwpbz64	DE	Germany
Max Planck Institute for the Study of Societies Cologne	Max Planck Institute for the Study of Societies	https://ror.org/01dwpbz64	DE	Germany
Max Planck Institute for the Study of Societies, Germany	Max Planck Institute for the Study of Societies	https://ror.org/01dwpbz64	DE	Germany
McGill University	McGill University	https://ror.org/01pxwe438	CA	Canada
McGill University, Canada	McGill University	https://ror.org/01pxwe438	CA	Canada
Meiji Gakuin University	Meiji Gakuin University	https://ror.org/01zwcys39	JP	Japan
MeijiGakuin University, Japan	Meiji Gakuin University	https://ror.org/01zwcys39	JP	Japan
Metropolitan University Prague	Metropolitan University Prague	https://ror.org/01zdaff53	CZ	Czechia
Miami University, USA	University of Miami	https://ror.org/02dgjyy92	US	United States
Michigan State University	Michigan State University	https://ror.org/05hs6h993	US	United States
Michigan State University, USA	Michigan State University	https://ror.org/05hs6h993	US	United States
Mid-Sweden University	Mid Sweden University	https://ror.org/019k1pd13	SE	Sweden
Middle Georgia State University, USA	Middle Georgia State College	https://ror.org/01cwqb692	US	United States
Middlebury College, USA	Middlebury College	https://ror.org/0217hb928	US	United States
Middlesex University, United Kingdom	Middlesex University	https://ror.org/01rv4p989	GB	United Kingdom
Migration Studies University of Sussex	University of Sussex	https://ror.org/00ayhx656	GB	United Kingdom
Mohammed VI Polytechnic University	Université Mohammed VI Polytechnique	https://ror.org/03xc55g68	MA	Morocco
Monash University, Australia	Monash University	https://ror.org/02bfwt286	AU	Australia
Montana State University	Montana State University	https://ror.org/02w0trx84	US	United States
Montclair State University, USA	Montclair State University	https://ror.org/01nxc2t48	US	United States
Moscow State University	Lomonosov Moscow State University	https://ror.org/010pmpe69	RU	Russia
Munk School of Global Affairs and Public Policy, University of Toronto	University of Toronto	https://ror.org/03dbr7087	CA	Canada
Münster University, Germany	University of Münster	https://ror.org/00pd74e08	DE	Germany
NADRA (National Database & Registration Authority), Government of Pakistan	Government of Pakistan	https://ror.org/00pnp4y96	PK	Pakistan
NORCE Norwegian Research Centre, Norway	Norwegian Research Centre	https://ror.org/02gagpf75	NO	Norway
NYU Abu Dhabi	New York University Abu Dhabi	https://ror.org/00e5k0821	AE	United Arab Emirates
NYU Abu Dhabi, Abu Dhabi	New York University Abu Dhabi	https://ror.org/00e5k0821	AE	United Arab Emirates
NYU Abu Dhabi, Higher School of Economics, UAE	New York University Abu Dhabi	https://ror.org/00e5k0821	AE	United Arab Emirates
NYU Abu Dhabi, UAE	New York University Abu Dhabi	https://ror.org/00e5k0821	AE	United Arab Emirates
NYU, USA	New York University	https://ror.org/0190ak572	US	United States
NYU, USA. New York University, USA	New York University	https://ror.org/0190ak572	US	United States
NYU, Wilf Family department of Politics	New York University	https://ror.org/0190ak572	US	United States
NYU-AD, UAE	New York University Abu Dhabi	https://ror.org/00e5k0821	AE	United Arab Emirates
NYU-Abu Dhabi	New York University Abu Dhabi	https://ror.org/00e5k0821	AE	United Arab Emirates
NYUAD, University of Bologna	New York University Abu Dhabi	https://ror.org/00e5k0821	AE	United Arab Emirates
Nagoya University	Nagoya University	https://ror.org/04chrp450	JP	Japan
Nanyang Technological University, Singapore	Nanyang Technological University	https://ror.org/02e7b5302	SG	Singapore
National Bank of Hungary, Hungary	National Bank of Hungary	NA	HU	Hungary
National Cheng Kung University, Taiwan	National Chung Cheng University	https://ror.org/0028v3876	TW	Taiwan
National Chengchi University, Taiwan	National Chengchi University	https://ror.org/03rqk8h36	TW	Taiwan
National Defense University, USA	National Defense University	https://ror.org/01nqk4x38	US	United States
National Distance Education University (UNED)	National University of Distance Education	https://ror.org/02msb5n36	ES	Spain
National Laboratory of Public Policy, Centro de Investigacion y Docencia Economicas (CIDE), Mexico	Centro de Investigación y Docencia Económicas	https://ror.org/014zxe029	MX	Mexico
National Research University Higher School of Economics	National Research University Higher School of Economics	https://ror.org/055f7t516	RU	Russia
National Taiwan University, Taiwan	National Taiwan University	https://ror.org/05bqach95	TW	Taiwan
National University of Political Science and Public Administration, Romania	National School of Political Science and Public Administration	https://ror.org/05750v978	RO	Romania
National University of Singapore, Singapore	National University of Singapore	https://ror.org/01tgyzw49	SG	Singapore
National and Kapodistrian University of Athens, Greece	National and Kapodistrian University of Athens	https://ror.org/04gnjpq42	GR	Greece
New Jersey Institute of Technology	New Jersey Institute of Technology	https://ror.org/05e74xb87	US	United States
New York University	New York University	https://ror.org/0190ak572	US	United States
New York University - Abu Dhabi, UAE	New York University Abu Dhabi	https://ror.org/00e5k0821	AE	United Arab Emirates
New York University Abu Dhabi	New York University Abu Dhabi	https://ror.org/00e5k0821	AE	United Arab Emirates
New York University Abu Dhabi, Turkey	New York University Abu Dhabi	https://ror.org/00e5k0821	AE	United Arab Emirates
New York University Abu Dhabi, UAE	New York University Abu Dhabi	https://ror.org/00e5k0821	AE	United Arab Emirates
New York University School of Law, USA	New York University	https://ror.org/0190ak572	US	United States
New York University, Abu Dhabi, UAE	New York University Abu Dhabi	https://ror.org/00e5k0821	AE	United Arab Emirates
New York University, New York	New York University	https://ror.org/0190ak572	US	United States
New York University, USA	New York University	https://ror.org/0190ak572	US	United States
New York University--Abu Dhabi	New York University Abu Dhabi	https://ror.org/00e5k0821	AE	United Arab Emirates
New York University-Abu Dhabi, UAE	New York University Abu Dhabi	https://ror.org/00e5k0821	AE	United Arab Emirates
Newcastle University	Newcastle University	https://ror.org/01kj2bm70	GB	United Kingdom
Newcastle University, United Kingdom	Newcastle University	https://ror.org/01kj2bm70	GB	United Kingdom
Nihon University	Nihon University	https://ror.org/05jk51a88	JP	Japan
Northern Arizona University, USA	Northern Arizona University	https://ror.org/0272j5188	US	United States
Northwestern University - Kellogg School of Management, USA	Northwestern University	https://ror.org/000e0be47	US	United States
Northwestern University, USA	University of Northwestern	https://ror.org/019t2rq07	US	United States
Norwegian Business School, BI, Norway	BI Norwegian Business School	https://ror.org/03ez40v33	NO	Norway
